sentence,sentiment,lem_words,lem_tags,word_tags
"Compared to other shabu restaurants around town, this places wins hands-down.",1,compare other shabu restaurant town place win hand,VB JJ NN NN NN NN VB NN,"['compare/VB', 'other/JJ', 'shabu/NN', 'restaurant/NN', 'town/NN', 'place/NN', 'win/VB', 'hand/NN']"
I have to agree with the previous reviewer.,1,have agree previous reviewer,VB VB JJ NN,"['have/VB', 'agree/VB', 'previous/JJ', 'reviewer/NN']"
i would just ask for no oil next time.,1,just ask oil next time,RB VB NN JJ NN,"['just/RB', 'ask/VB', 'oil/NN', 'next/JJ', 'time/NN']"
Visited there while on vacation and reading the reviews.,1,visit there vacation read reviews,VB RB NN VB NN,"['visit/VB', 'there/RB', 'vacation/NN', 'read/VB', 'reviews/NN']"
Arigato Gozimas Yuka!,1,arigato gozimas yuka,NN NN NN,"['arigato/NN', 'gozimas/NN', 'yuka/NN']"
Had a late night dinner on a Saturday night.,1,have late night dinner saturday night,VB JJ NN NN NN NN,"['have/VB', 'late/JJ', 'night/NN', 'dinner/NN', 'saturday/NN', 'night/NN']"
"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",1,better bagel shop corner not worth go way opinion,JJ NN NN JJ RB JJ VB NN NN,"['better/JJ', 'bagel/NN', 'shop/NN', 'corner/JJ', 'not/RB', 'worth/JJ', 'go/VB', 'way/NN', 'opinion/NN']"
"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",1,have hunt quiet romantic yet not hideously expensive restaurant stumble reviews la lanterna give shot,VB VB JJ JJ RB RB RB JJ NN VB NN NN NN VB NN,"['have/VB', 'hunt/VB', 'quiet/JJ', 'romantic/JJ', 'yet/RB', 'not/RB', 'hideously/RB', 'expensive/JJ', 'restaurant/NN', 'stumble/VB', 'reviews/NN', 'la/NN', 'lanterna/NN', 'give/VB', 'shot/NN']"
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",1,portion be huge be good order thing split rather appetizer entree person person,NN VB JJ VB JJ NN NN VB RB NN NN NN NN,"['portion/NN', 'be/VB', 'huge/JJ', 'be/VB', 'good/JJ', 'order/NN', 'thing/NN', 'split/VB', 'rather/RB', 'appetizer/NN', 'entree/NN', 'person/NN', 'person/NN']"
The restaurant is cute but not upscale.,1,restaurant be cute not upscale,NN VB JJ RB NN,"['restaurant/NN', 'be/VB', 'cute/JJ', 'not/RB', 'upscale/NN']"
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",1,food be just average lower price just bit be bigger draw,NN VB RB JJ VB NN RB NN VB JJ VB,"['food/NN', 'be/VB', 'just/RB', 'average/JJ', 'lower/VB', 'price/NN', 'just/RB', 'bit/NN', 'be/VB', 'bigger/JJ', 'draw/VB']"
Went here on a friend's reccomendation.,1,go here friend reccomendation,VB RB NN NN,"['go/VB', 'here/RB', 'friend/NN', 'reccomendation/NN']"
Molto bene!,1,molto bene,NN NN,"['molto/NN', 'bene/NN']"
We all ordered different entrees so we could share.,1,ordered different entree share,JJ JJ NN NN,"['ordered/JJ', 'different/JJ', 'entree/NN', 'share/NN']"
Please be aware that it's CASH or AMEX only!,1,be aware cash amex only,VB JJ NN RB RB,"['be/VB', 'aware/JJ', 'cash/NN', 'amex/RB', 'only/RB']"
Its located in greenewich village.,1,locate greenewich village,VB JJ NN,"['locate/VB', 'greenewich/JJ', 'village/NN']"
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",1,still quibble bill be off set pour own measure liquer be courtesey house,RB NN NN VB RB NN NN JJ NN NN VB NN NN,"['still/RB', 'quibble/NN', 'bill/NN', 'be/VB', 'off/RB', 'set/NN', 'pour/NN', 'own/JJ', 'measure/NN', 'liquer/NN', 'be/VB', 'courtesey/NN', 'house/NN']"
Also a little more expensive than your average bagel place.,1,also little more expensive average bagel place,RB JJ RB JJ JJ NN NN,"['also/RB', 'little/JJ', 'more/RB', 'expensive/JJ', 'average/JJ', 'bagel/NN', 'place/NN']"
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",1,however want great food great price don mind decor beat place,RB VB JJ NN JJ NN VB VB NN NN NN,"['however/RB', 'want/VB', 'great/JJ', 'food/NN', 'great/JJ', 'price/NN', 'don/VB', 'mind/VB', 'decor/NN', 'beat/NN', 'place/NN']"
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",1,still quibble bill be off set pour own measure liquer be courtesey house,RB NN NN VB RB NN NN JJ NN NN VB NN NN,"['still/RB', 'quibble/NN', 'bill/NN', 'be/VB', 'off/RB', 'set/NN', 'pour/NN', 'own/JJ', 'measure/NN', 'liquer/NN', 'be/VB', 'courtesey/NN', 'house/NN']"
i would just ask for no oil next time.,1,just ask oil next time,RB VB NN JJ NN,"['just/RB', 'ask/VB', 'oil/NN', 'next/JJ', 'time/NN']"
We weren't even at our table for more than an hour total.,1,weren even table more hour total,VB RB NN JJ NN NN,"['weren/VB', 'even/RB', 'table/NN', 'more/JJ', 'hour/NN', 'total/NN']"
This place is always packed.,1,place be always pack,NN VB RB VB,"['place/NN', 'be/VB', 'always/RB', 'pack/VB']"
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",1,new avenue restaurant offer far best value money,JJ NN NN NN RB JJ NN NN,"['new/JJ', 'avenue/NN', 'restaurant/NN', 'offer/NN', 'far/RB', 'best/JJ', 'value/NN', 'money/NN']"
I thought going to Jimmys would give me a real Domincan exprience.,1,think go jimmy give real domincan exprience,VB VB NN VB JJ NN NN,"['think/VB', 'go/VB', 'jimmy/NN', 'give/VB', 'real/JJ', 'domincan/NN', 'exprience/NN']"
enough said!,1,enough say,RB VB,"['enough/RB', 'say/VB']"
i actually feel like i should keep it a secret.,1,actually feel keep secret,RB VB VB NN,"['actually/RB', 'feel/VB', 'keep/VB', 'secret/NN']"
"Bagels are ok, but be sure not to make any special requests!",1,bagel be be sure not make special request,NN VB VB JJ RB VB JJ NN,"['bagel/NN', 'be/VB', 'be/VB', 'sure/JJ', 'not/RB', 'make/VB', 'special/JJ', 'request/NN']"
You can't say its cheap because food is cheaper in Chinatown.,1,say cheap food be cheaper chinatown,VB JJ NN VB JJ JJ,"['say/VB', 'cheap/JJ', 'food/NN', 'be/VB', 'cheaper/JJ', 'chinatown/JJ']"
really depends on your luck!,1,really depend luck,RB VB NN,"['really/RB', 'depend/VB', 'luck/NN']"
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",1,downtown dinner fix appetizer be waiter give poor suggestion try potato stuff kanish best,JJ NN VB NN VB NN VB JJ NN VB NN NN VB RB,"['downtown/JJ', 'dinner/NN', 'fix/VB', 'appetizer/NN', 'be/VB', 'waiter/NN', 'give/VB', 'poor/JJ', 'suggestion/NN', 'try/VB', 'potato/NN', 'stuff/NN', 'kanish/VB', 'best/RB']"
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",1,same owner guy own typhoon be just street st mark st ave,JJ NN NN VB NN VB RB NN NN NN NN VB,"['same/JJ', 'owner/NN', 'guy/NN', 'own/VB', 'typhoon/NN', 'be/VB', 'just/RB', 'street/NN', 'st/NN', 'mark/NN', 'st/NN', 'ave/VB']"
Old school meets New world.,1,old school meet new world,JJ NN VB JJ NN,"['old/JJ', 'school/NN', 'meet/VB', 'new/JJ', 'world/NN']"
Moderate prices.,1,moderate price,JJ NN,"['moderate/JJ', 'price/NN']"
"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",1,be leave couple standing door say waiter re not hurry,VB VB NN NN NN VB NN NN RB NN,"['be/VB', 'leave/VB', 'couple/NN', 'standing/NN', 'door/NN', 'say/VB', 'waiter/NN', 're/NN', 'not/RB', 'hurry/NN']"
Once for dinner and once for brunch.,1,once dinner once brunch,RB NN RB NN,"['once/RB', 'dinner/NN', 'once/RB', 'brunch/NN']"
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",1,table be cram way too close menu be typical italian restaurant wine list be simply overpriced,NN VB VB NN RB RB NN VB JJ JJ NN NN NN VB RB JJ,"['table/NN', 'be/VB', 'cram/VB', 'way/NN', 'too/RB', 'close/RB', 'menu/NN', 'be/VB', 'typical/JJ', 'italian/JJ', 'restaurant/NN', 'wine/NN', 'list/NN', 'be/VB', 'simply/RB', 'overpriced/JJ']"
We went to Ino for Valentines.,1,go ino valentine,VB VB NN,"['go/VB', 'ino/VB', 'valentine/NN']"
I think the stuff was better than Disney.,1,think stuff be better disney,VB NN VB RB NN,"['think/VB', 'stuff/NN', 'be/VB', 'better/RB', 'disney/NN']"
"Inside is a little cramped, but to be expected.",1,inside be little cramped be expect,NN VB JJ JJ VB VB,"['inside/NN', 'be/VB', 'little/JJ', 'cramped/JJ', 'be/VB', 'expect/VB']"
Visited there while on vacation and reading the reviews.,1,visit there vacation read reviews,VB RB NN VB NN,"['visit/VB', 'there/RB', 'vacation/NN', 'read/VB', 'reviews/NN']"
My son and his girlfriend both wanted cheeseburgers and they were huge!,1,son girlfriend want cheeseburger be huge,NN NN VB NN VB JJ,"['son/NN', 'girlfriend/NN', 'want/VB', 'cheeseburger/NN', 'be/VB', 'huge/JJ']"
Was there Friday night.,1,be there friday night,VB RB JJ NN,"['be/VB', 'there/RB', 'friday/JJ', 'night/NN']"
"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",1,rude service medicore food be ton restaurant ny stay away one,JJ NN JJ NN VB NN NN NN VB RB NN,"['rude/JJ', 'service/NN', 'medicore/JJ', 'food/NN', 'be/VB', 'ton/NN', 'restaurant/NN', 'ny/NN', 'stay/VB', 'away/RB', 'one/NN']"
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",1,next time wouldn dare order anything else other simple asian appetizer drink,JJ NN VB VB VB NN RB JJ JJ NN NN NN,"['next/JJ', 'time/NN', 'wouldn/VB', 'dare/VB', 'order/VB', 'anything/NN', 'else/RB', 'other/JJ', 'simple/JJ', 'asian/NN', 'appetizer/NN', 'drink/NN']"
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",1,exception lemon salad have so much pepper eye start food here be decent not great,NN NN NN VB RB JJ NN NN VB NN RB VB JJ RB JJ,"['exception/NN', 'lemon/NN', 'salad/NN', 'have/VB', 'so/RB', 'much/JJ', 'pepper/NN', 'eye/NN', 'start/VB', 'food/NN', 'here/RB', 'be/VB', 'decent/JJ', 'not/RB', 'great/JJ']"
Just went here for my girlfriends 23rd bday.,1,just go here girlfriend rd bday,RB VB RB NN NN NN,"['just/RB', 'go/VB', 'here/RB', 'girlfriend/NN', 'rd/NN', 'bday/NN']"
I know because I live nearby.,1,know live nearby,RB JJ NN,"['know/RB', 'live/JJ', 'nearby/NN']"
Maybe tomorrow ;-),1,maybe tomorrow,RB NN,"['maybe/RB', 'tomorrow/NN']"
People dress in suits or evening gowns as well as shirts jeans.,1,person suit evening gown as well shirt jean,NN NN NN NN RB RB NN NN,"['person/NN', 'suit/NN', 'evening/NN', 'gown/NN', 'as/RB', 'well/RB', 'shirt/NN', 'jean/NN']"
"Bagels are ok, but be sure not to make any special requests!",1,bagel be be sure not make special request,NN VB VB JJ RB VB JJ NN,"['bagel/NN', 'be/VB', 'be/VB', 'sure/JJ', 'not/RB', 'make/VB', 'special/JJ', 'request/NN']"
I visit New Green Bo when I have money or when I am broke.,1,visit new green bo have money be break,NN JJ JJ NN VB NN VB VB,"['visit/NN', 'new/JJ', 'green/JJ', 'bo/NN', 'have/VB', 'money/NN', 'be/VB', 'break/VB']"
"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",1,have hunt quiet romantic yet not hideously expensive restaurant stumble reviews la lanterna give shot,VB VB JJ JJ RB RB RB JJ NN VB NN NN NN VB NN,"['have/VB', 'hunt/VB', 'quiet/JJ', 'romantic/JJ', 'yet/RB', 'not/RB', 'hideously/RB', 'expensive/JJ', 'restaurant/NN', 'stumble/VB', 'reviews/NN', 'la/NN', 'lanterna/NN', 'give/VB', 'shot/NN']"
Arigato Gozimas Yuka!,1,arigato gozimas yuka,NN NN NN,"['arigato/NN', 'gozimas/NN', 'yuka/NN']"
I went there in late afternoon for some bite size food and refleshment with my date.,1,go there late afternoon bite size food refleshment date,VB RB JJ NN JJ NN NN NN NN,"['go/VB', 'there/RB', 'late/JJ', 'afternoon/NN', 'bite/JJ', 'size/NN', 'food/NN', 'refleshment/NN', 'date/NN']"
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",1,cost extra turn regular roll inside roll roll more triple size not just rice,VB JJ VB JJ NN NN NN NN RB NN NN RB RB NN,"['cost/VB', 'extra/JJ', 'turn/VB', 'regular/JJ', 'roll/NN', 'inside/NN', 'roll/NN', 'roll/NN', 'more/RB', 'triple/NN', 'size/NN', 'not/RB', 'just/RB', 'rice/NN']"
Amma is nothing special.,1,amma be nothing special,NN VB NN JJ,"['amma/NN', 'be/VB', 'nothing/NN', 'special/JJ']"
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,1,get little tipsy sake isn saturday night girlfriend be about,VB JJ JJ NN JJ NN NN NN VB RB,"['get/VB', 'little/JJ', 'tipsy/JJ', 'sake/NN', 'isn/JJ', 'saturday/NN', 'night/NN', 'girlfriend/NN', 'be/VB', 'about/RB']"
I have eaten a lot of pizza here.,1,have eat lot pizza here,VB VB NN NN RB,"['have/VB', 'eat/VB', 'lot/NN', 'pizza/NN', 'here/RB']"
I went there with my friend last saturday.,1,go there friend last saturday,VB RB NN JJ NN,"['go/VB', 'there/RB', 'friend/NN', 'last/JJ', 'saturday/NN']"
Please be aware that it's CASH or AMEX only!,1,be aware cash amex only,VB JJ NN RB RB,"['be/VB', 'aware/JJ', 'cash/NN', 'amex/RB', 'only/RB']"
I haven't been to the other locations.,1,haven be other location,NN VB JJ NN,"['haven/NN', 'be/VB', 'other/JJ', 'location/NN']"
Price no more than a Jersey deli but way better.,1,price no more jersey deli way better,NN RB JJ NN NN NN RB,"['price/NN', 'no/RB', 'more/JJ', 'jersey/NN', 'deli/NN', 'way/NN', 'better/RB']"
I love Indian food and consider myself to be quite an expert on it.,1,love indian food consider be quite expert,NN JJ NN VB VB RB NN,"['love/NN', 'indian/JJ', 'food/NN', 'consider/VB', 'be/VB', 'quite/RB', 'expert/NN']"
Sit outside in the warm weather; inside for cozy winter.,1,sit outside warm weather inside cozy winter,NN NN JJ NN NN JJ NN,"['sit/NN', 'outside/NN', 'warm/JJ', 'weather/NN', 'inside/NN', 'cozy/JJ', 'winter/NN']"
"those rolls were big, but not good and sashimi wasn't fresh.",1,roll be big not good sashimi wasn fresh,NN VB JJ RB JJ NN VB JJ,"['roll/NN', 'be/VB', 'big/JJ', 'not/RB', 'good/JJ', 'sashimi/NN', 'wasn/VB', 'fresh/JJ']"
I think the stuff was better than Disney.,1,think stuff be better disney,VB NN VB RB NN,"['think/VB', 'stuff/NN', 'be/VB', 'better/RB', 'disney/NN']"
I thought going to Jimmys would give me a real Domincan exprience.,1,think go jimmy give real domincan exprience,VB VB NN VB JJ NN NN,"['think/VB', 'go/VB', 'jimmy/NN', 'give/VB', 'real/JJ', 'domincan/NN', 'exprience/NN']"
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",1,menu consist standard brassiere food better then place balthazar etc,NN VB JJ NN NN RB RB VB NN NN,"['menu/NN', 'consist/VB', 'standard/JJ', 'brassiere/NN', 'food/NN', 'better/RB', 'then/RB', 'place/VB', 'balthazar/NN', 'etc/NN']"
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",1,exception lemon salad have so much pepper eye start food here be decent not great,NN NN NN VB RB JJ NN NN VB NN RB VB JJ RB JJ,"['exception/NN', 'lemon/NN', 'salad/NN', 'have/VB', 'so/RB', 'much/JJ', 'pepper/NN', 'eye/NN', 'start/VB', 'food/NN', 'here/RB', 'be/VB', 'decent/JJ', 'not/RB', 'great/JJ']"
"That place was awesome,,,  sally !",1,place be awesome sally,NN VB JJ VB,"['place/NN', 'be/VB', 'awesome/JJ', 'sally/VB']"
"Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",1,be serious sushi lover sit sushi bar be closer action,VB JJ NN NN VB NN NN VB JJ NN,"['be/VB', 'serious/JJ', 'sushi/NN', 'lover/NN', 'sit/VB', 'sushi/NN', 'bar/NN', 'be/VB', 'closer/JJ', 'action/NN']"
I lived in Maine for ten years and grew up on fish.,1,live maine year grow fish,VB NN NN VB NN,"['live/VB', 'maine/NN', 'year/NN', 'grow/VB', 'fish/NN']"
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,1,kind small place guess be not too busy be able fit group kid,NN JJ NN NN VB RB RB JJ VB JJ VB NN NN,"['kind/NN', 'small/JJ', 'place/NN', 'guess/NN', 'be/VB', 'not/RB', 'too/RB', 'busy/JJ', 'be/VB', 'able/JJ', 'fit/VB', 'group/NN', 'kid/NN']"
"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",1,love ess bagel live west side often go murray convenience,NN RB NN VB JJ NN RB VB VB NN,"['love/NN', 'ess/RB', 'bagel/NN', 'live/VB', 'west/JJ', 'side/NN', 'often/RB', 'go/VB', 'murray/VB', 'convenience/NN']"
"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",1,better bagel shop corner not worth go way opinion,JJ NN NN JJ RB JJ VB NN NN,"['better/JJ', 'bagel/NN', 'shop/NN', 'corner/JJ', 'not/RB', 'worth/JJ', 'go/VB', 'way/NN', 'opinion/NN']"
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",1,downtown dinner fix appetizer be waiter give poor suggestion try potato stuff kanish best,JJ NN VB NN VB NN VB JJ NN VB NN NN VB RB,"['downtown/JJ', 'dinner/NN', 'fix/VB', 'appetizer/NN', 'be/VB', 'waiter/NN', 'give/VB', 'poor/JJ', 'suggestion/NN', 'try/VB', 'potato/NN', 'stuff/NN', 'kanish/VB', 'best/RB']"
I had Filet Mignon with garlic mash.,1,have filet mignon garlic mash,VB NN NN NN NN,"['have/VB', 'filet/NN', 'mignon/NN', 'garlic/NN', 'mash/NN']"
My friends and I were on vacation in NY and was referred to Chance by a friend.,1,friend be vacation ny be refer chance friend,NN VB NN NN VB VB NN NN,"['friend/NN', 'be/VB', 'vacation/NN', 'ny/NN', 'be/VB', 'refer/VB', 'chance/NN', 'friend/NN']"
"Compared to Ess-a, Tal offers a less doughy bagel!",1,compare es tal offer less doughy bagel,VB VB NN NN JJ JJ NN,"['compare/VB', 'es/VB', 'tal/NN', 'offer/NN', 'less/JJ', 'doughy/JJ', 'bagel/NN']"
Stuffing yourself with Japanese food is a rare thing.,1,stuff japanese food be rare thing,VB JJ NN VB JJ NN,"['stuff/VB', 'japanese/JJ', 'food/NN', 'be/VB', 'rare/JJ', 'thing/NN']"
